OLS_lD,OLS_α,GLS_lD,GLS_α
-1.6120664847856654,0.7469430168389692,-1.457210182301305,0.9687691888155555
-2.7558924897284083,0.2711628034600615,-2.761310057043719,0.2648622405368552
-3.476252771734396,0.06906252426287551,-3.4607325029323186,0.0794920201941506
-2.169414452305589,0.6369818058869541,-2.1861565035886623,0.6350526345053329
-1.4932666377484756,1.1017695272392274,-1.5202994029011863,1.083774497609519
-3.028240199413414,0.2028857161966222,-3.057342444664292,0.1717428440516363
-2.6285542116833778,0.6060003504110103,-2.7259893417525616,0.49312988182876294
-3.9309200763796017,0.13625822667703602,-3.9565089460677547,0.11637904634235462
-3.2938605323853842,-0.018552943485136808,-3.284176816016507,-0.012107924316526507
-3.6018911576570076,0.008872949512884531,-3.595348909044196,0.017149502742698407
-2.029812387950501,0.7587867310083176,-2.02251320027347,0.789366595723651
-1.9860483454189222,0.9233709870194833,-1.9919183054134195,0.936783138432593
-3.0171326058948846,0.13395915304862172,-3.0193107520005396,0.14224842517834385
-4.110642092383079,0.016490561185626973,-3.9970903313968935,0.13732250200859972
-3.018497388332049,0.08798913346694803,-2.9997765908926093,0.101484053710742
-2.8793348772844443,0.03499294514751483,-2.8829856297474135,0.033474397741519814
-1.8012762134874292,0.8903771583255224,-1.7725580618414214,0.9395603545071095
-2.9502484879413355,0.4744174919641466,-3.0025904546767825,0.4108391214117164
-1.6474844966111535,1.0593592174378283,-1.715408330584372,0.988787932397465
-3.5126932667899453,0.07675917250205089,-3.475564591969294,0.1114868314124897
